id,Sentence,Aspect Term,polarity,from,to
799,then on top of it all their cusromer service center is in the middle east.,cusromer service center,negative,28,51
1668,The only bad part is the size/weight.,size,negative,25,29
274,The little battery that it did have would only last about an hour while just having it on the desktop.,battery,negative,11,18
2128,I liked the aluminum body.,aluminum body,positive,12,25
2456,Its good for playing my apps on Facebook or watching movies.,watching movies,positive,44,59
353,"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",build quality,negative,9,22
2290,"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.",dock,positive,11,15
347,pretty much everything else about the computer is good it just stops working out of no were.,working,negative,69,76
655,It was truly a great computer costing less than one thousand bucks before tax.,costing,positive,30,37
2510,"Waiting for the i7 was well worth it, great value for the price.",price,positive,58,63
884,"Now,,,,,my monitor has been acting up for about 2 months.",monitor,negative,11,18
2785,"Also, the extended warranty was a problem.",extended warranty,negative,10,27
2443,Boots up fast and runs great!,Boots up,positive,0,8
81,Lightweight and the screen is beautiful!,screen,positive,20,26
2114,I needed a driver for my HP and they would not help me with out me paying over $50 for it.,driver,neutral,11,17
764,"Call tech support, standard email the form and fax it back in to us.",tech support,neutral,5,17
435,They sent it back with a huge crack in it and it still didn't work.,work,negative,62,66
914," A coupla months later, they change my hard drive.",hard drive,negative,39,49
1212,They say sorry out of warranty.,warranty,negative,22,30
2845,I bought this laptop because of the performance to price ratio.,performance,positive,36,47
756,PC never worked right even after BIOS fixed.,BIOS,negative,33,37
2600,"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,positive,114,120
1696,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size,positive,4,8
1479,The service I received from Toshiba went above and beyond the call of duty.,service,positive,4,11
2909,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",memory,negative,96,102
2937,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed,positive,41,55
453,"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs,neutral,18,26
2077,The screen shows great colors.,screen,positive,4,10
2622,"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.",value,positive,90,95
970,"I have no idea how to burn cd's or to use the web cam, just for starters.",web cam,neutral,46,53
2414,"The 17 inch screen is very large, but the computer is very light.",17 inch screen,negative,4,18
832,"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,negative,89,96
1064,"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,neutral,8,17
2130,I also liked the glass screen.,glass screen,positive,17,29
2626,The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,positive,4,27
1315,"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,negative,149,156
2756,"The battery life has not decreased since I bought it, so i'm thrilled with that.",battery life,positive,4,16
1446,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",technical support,negative,136,153
922,I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,neutral,87,95
2797,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,recovery cd,negative,54,65
2863,The price and features more than met my needs.,price,positive,4,9
240,Skype is just so dang cool with this machine too.,Skype,positive,0,5
1393,the mouse buttons are hard to push.,mouse buttons,negative,4,17
1080,"Also, HDD secures inside using rails, and there is only one set on the main hard drive.",HDD,positive,6,9
532,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,positive,83,90
3047,"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative,15,20
1733,Games being the main issue.,Games,negative,0,5
1532,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,neutral,63,73
640,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,negative,39,47
2238,and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,negative,129,134
1580,A great computer for light home use and business use.,home use,positive,27,35
273,"Even with virus protection, it always turned off when updates were needed and installed.",virus protection,negative,10,26
2679,"Also consider the MS Office apps are all trial versions, hope you have your own copies.",MS Office apps,negative,18,32
